company_id,contract_months,monthly_fee,active_users_ratio,login_freq_per_week,feature_usage_score,support_tickets_90d,nps_score,payment_delays_count,churned
C-0462,27,47137,0.96,2.0,0.24,12,7,2,0
C-0463,2,5153,0.42,10.0,0.73,7,5,1,0
C-0464,5,12853,0.16,10.3,0.09,16,4,3,1
C-0465,29,17379,0.25,12.6,0.35,13,0,2,1
C-0466,19,20792,0.99,1.2,0.91,16,2,0,1
C-0467,8,43367,0.61,2.4,0.56,18,6,4,0
C-0468,1,23100,0.42,8.6,0.27,15,2,0,1
C-0469,22,68456,0.36,8.9,0.96,8,0,1,0
C-0470,17,16049,0.33,1.0,0.24,19,7,3,1
C-0471,7,5786,0.7,5.9,0.91,9,6,2,1
C-0472,25,74904,0.48,8.4,0.73,8,4,3,0
C-0473,4,35699,0.97,10.5,0.74,0,9,3,0
C-0474,6,52691,0.72,4.8,0.76,2,4,1,0
C-0475,31,42040,0.81,7.0,0.51,10,5,3,0
C-0476,19,97990,0.36,11.5,0.81,6,6,2,0
C-0477,27,62986,0.17,13.4,0.84,17,2,0,1
C-0478,10,43762,0.54,3.6,0.36,12,10,3,1
C-0479,26,28600,0.38,3.9,0.4,17,3,2,0
C-0480,19,99774,0.28,13.2,0.89,15,0,2,0
C-0481,3,95777,0.96,5.8,0.52,15,6,1,0
C-0482,13,24810,0.5,10.2,0.87,9,9,3,0
C-0483,28,90703,0.26,8.8,0.63,8,1,1,1
C-0484,20,92347,0.28,4.4,0.59,7,6,0,0
C-0485,28,62204,0.35,9.3,0.03,18,5,0,1
C-0486,8,25085,1.0,9.4,0.28,2,3,2,0
C-0487,1,51854,0.34,8.5,0.5,8,10,3,0
C-0488,3,79797,0.4,1.8,0.59,1,1,2,1
C-0489,13,89269,0.69,13.9,0.63,18,6,3,0
C-0490,28,44779,0.36,5.9,0.72,7,6,1,0
C-0491,25,61207,0.29,9.1,0.66,17,4,0,1
C-0492,33,99615,0.24,12.5,0.85,7,8,0,0
C-0493,6,38980,0.38,6.2,0.3,4,2,1,0
C-0494,32,61117,0.2,10.9,0.64,5,8,4,0
C-0495,21,19141,0.12,13.6,0.05,9,4,4,0
C-0496,16,14344,0.82,5.3,0.48,14,1,4,0
C-0497,21,20896,0.22,6.0,0.27,3,8,3,1
C-0498,11,94353,0.8,12.7,0.38,2,0,1,1
C-0499,35,34813,0.82,2.7,0.35,8,0,3,0
C-0500,19,89431,0.58,0.9,0.06,15,6,3,1
C-0501,20,70679,0.38,12.8,0.47,15,2,1,0
C-0502,18,15681,0.23,11.6,0.99,14,7,3,1
C-0503,14,77903,0.76,13.6,0.3,8,6,1,0
C-0504,15,8228,0.64,1.3,0.74,16,10,4,1
C-0505,31,9582,0.69,2.6,0.55,11,6,4,0
C-0506,1,83683,0.11,1.9,0.33,7,0,3,0
C-0507,3,16397,0.93,9.7,0.09,13,0,0,1
C-0508,16,43799,0.16,8.7,0.22,17,1,1,1
C-0509,23,42011,0.43,5.4,0.78,11,1,2,1
C-0510,11,84183,0.46,1.3,0.28,13,10,2,1
C-0511,12,98254,0.1,9.1,0.14,19,4,3,1
C-0512,10,49264,0.55,8.2,0.33,4,8,0,0
C-0513,32,47317,0.78,2.0,0.58,0,6,1,0
C-0514,16,52914,0.84,12.8,0.7,12,1,4,1
C-0515,8,89633,0.89,3.2,0.39,13,4,3,0
C-0516,12,50254,0.54,10.5,0.5,1,4,1,0
C-0517,24,45096,0.67,12.4,0.45,15,7,1,0
C-0518,28,58785,0.17,8.3,0.01,4,8,1,0
C-0519,8,57344,0.54,3.8,0.4,0,7,0,0
C-0520,28,87643,0.24,4.7,0.59,11,1,1,1
C-0521,26,73546,0.43,12.5,0.57,18,3,0,0
C-0522,8,76091,0.4,4.5,0.75,9,1,0,0
C-0523,28,70603,0.48,10.6,0.67,11,5,1,0
C-0524,28,33412,0.61,13.9,0.28,18,3,4,1
C-0525,27,56658,0.91,14.0,0.26,15,6,1,0
C-0526,17,54549,0.46,7.7,0.46,16,1,4,1
C-0527,9,16549,0.98,11.7,0.73,12,8,3,1
C-0528,33,76216,0.78,13.9,0.09,6,4,2,0
C-0529,20,30739,0.56,5.6,0.95,2,0,3,0
C-0530,13,26209,0.68,3.9,0.54,4,10,0,0
C-0531,28,92968,0.19,2.0,0.31,3,2,3,1
C-0532,29,20116,0.86,2.4,0.69,14,3,2,1
C-0533,13,25045,0.62,12.0,0.04,16,2,2,1
C-0534,35,31327,0.99,8.4,0.48,11,5,4,1
C-0535,6,40709,0.67,12.3,0.49,13,5,3,1
C-0536,18,48617,0.85,11.2,0.16,3,9,0,1
C-0537,5,65139,0.82,9.6,0.84,16,10,0,0
C-0538,25,31905,0.41,8.7,0.8,10,6,4,0
C-0539,2,69148,0.33,1.2,0.15,5,8,4,1
C-0540,10,77603,0.49,12.3,0.36,3,9,3,0
C-0541,30,47919,0.52,6.1,0.1,12,8,4,1
C-0542,5,88521,0.32,8.1,0.85,19,6,2,1
C-0543,33,97905,0.91,0.8,0.32,14,10,0,1
C-0544,1,88400,0.59,13.1,0.44,17,0,2,1
C-0545,18,93150,0.98,12.7,0.32,16,2,1,1
C-0546,32,63446,0.83,7.8,0.31,18,4,2,0
C-0547,11,57428,0.6,8.3,0.75,9,9,0,0
C-0548,21,52894,0.95,10.0,0.75,4,10,1,0
C-0549,26,86149,0.55,4.1,0.52,11,5,3,0
C-0550,25,11447,0.9,3.5,0.66,14,5,1,0
C-0551,22,10499,0.42,9.6,0.51,3,4,4,0
C-0552,27,44041,0.44,1.9,0.03,7,5,0,0
C-0553,13,36315,0.48,6.6,0.07,19,8,4,0
C-0554,33,6299,0.59,7.2,0.38,16,0,2,0
C-0555,34,9994,0.6,5.6,0.75,5,0,3,1
C-0556,35,86163,0.55,3.0,0.91,15,8,0,0
C-0557,1,12489,0.38,5.3,0.03,4,7,3,0
C-0558,21,96647,0.93,5.1,0.37,13,8,0,0
C-0559,6,37355,0.63,7.2,0.22,1,6,4,0
C-0560,28,78805,0.47,9.6,0.82,16,9,2,0
C-0561,17,73367,0.69,13.6,0.85,5,5,1,0
C-0562,5,82355,0.79,2.4,0.21,10,8,3,0
C-0563,31,95349,0.96,12.3,0.71,1,1,0,0
C-0564,5,92173,0.55,4.3,0.73,0,3,0,1
C-0565,3,6996,0.2,8.5,0.18,4,1,3,1
C-0566,23,49387,0.5,7.9,0.43,7,5,1,0
C-0567,10,8089,0.53,8.0,0.62,3,0,2,1
C-0568,10,25659,0.91,10.3,0.03,18,6,0,0
C-0569,19,50178,0.46,5.7,0.4,4,6,0,0
C-0570,17,86268,0.96,4.8,0.15,4,6,3,1
C-0571,21,90042,0.54,12.0,0.54,15,3,3,1
C-0572,14,75726,0.98,3.5,0.84,17,7,0,0
C-0573,9,75111,0.11,2.9,0.52,10,4,0,1
C-0574,1,39565,0.91,0.7,0.04,16,1,0,0
C-0575,13,94242,0.94,3.3,0.03,2,4,4,0
C-0576,4,27884,0.96,7.5,0.61,17,9,0,0
C-0577,1,22199,0.11,7.8,0.33,3,8,2,1
C-0578,32,65038,0.25,3.9,0.57,18,9,2,1
C-0579,34,62786,0.69,1.5,0.16,8,0,1,1
C-0580,28,54294,0.12,10.6,0.78,4,10,3,0
C-0581,31,83015,0.16,10.7,0.86,3,1,1,0
C-0582,8,39178,0.3,14.0,0.89,15,9,0,0
C-0583,26,17665,0.56,12.7,0.3,9,7,3,0
C-0584,34,5534,0.59,13.0,0.66,8,4,0,0
C-0585,3,96828,0.13,11.3,0.28,15,8,3,1
C-0586,12,41132,0.25,8.8,0.76,19,5,4,1
C-0587,1,41110,0.55,2.2,0.12,16,7,4,1
C-0588,5,63754,0.63,8.9,0.76,17,0,4,1
C-0589,30,68580,0.23,1.3,0.44,14,8,1,1
C-0590,30,27469,0.46,12.5,0.86,19,8,3,1
C-0591,17,69016,0.91,7.0,0.74,8,2,1,0
C-0592,23,51233,1.0,9.9,0.38,5,0,3,0
C-0593,15,71708,0.99,1.2,0.9,5,7,0,0
C-0594,21,63232,0.89,7.7,0.28,10,7,4,0
C-0595,14,98450,0.46,4.6,0.97,19,8,4,1
C-0596,2,91437,0.72,4.3,0.77,2,5,3,0
C-0597,11,39409,0.47,5.8,0.99,11,8,1,0
C-0598,34,24324,0.68,0.5,0.05,14,9,1,0
C-0599,34,13738,0.38,6.8,0.27,6,8,2,0
C-0600,18,29054,0.65,7.1,0.74,17,3,4,1
C-0601,30,34709,0.57,12.2,0.92,14,10,4,0
C-0602,15,90643,0.12,6.6,0.03,7,4,1,0
C-0603,27,5363,0.81,5.4,0.0,8,5,4,0
C-0604,34,15358,0.11,13.9,0.26,14,5,1,0
C-0605,33,8240,0.36,8.2,0.85,15,9,2,1
C-0606,24,77201,0.11,6.9,0.77,19,1,3,1
C-0607,15,50689,0.44,7.2,0.34,2,3,3,1
C-0608,30,6936,0.16,11.4,0.0,4,8,2,0
C-0609,17,96074,0.92,5.1,0.55,2,6,4,0
C-0610,5,48965,0.47,5.8,0.24,1,8,0,0
C-0611,29,82534,0.51,10.7,0.75,1,5,4,0
C-0612,4,5882,0.41,1.5,0.45,3,10,1,1
C-0613,10,25224,0.66,12.2,0.68,2,6,0,0
C-0614,17,35825,0.81,6.3,0.85,8,8,2,0
C-0615,10,75740,0.68,8.3,0.54,11,3,3,1
C-0616,17,33885,0.77,10.7,0.34,8,8,3,0
C-0617,20,45056,0.92,4.1,0.77,18,2,4,1
C-0618,24,8203,0.88,12.5,0.27,11,10,3,0
C-0619,5,65241,0.71,13.7,0.89,15,7,4,0
C-0620,34,7244,0.29,7.2,0.07,0,2,1,1
C-0621,6,73619,0.67,13.1,0.84,9,2,1,0
C-0622,2,26584,0.56,0.5,0.09,9,2,2,1
C-0623,13,13521,0.75,12.6,0.06,3,8,1,0
C-0624,11,55017,0.85,4.7,0.36,10,9,4,1
C-0625,23,38541,0.77,4.7,0.96,10,2,3,0
C-0626,16,34063,0.86,3.6,0.98,10,5,1,0
C-0627,31,75268,0.16,4.8,0.2,5,10,1,0
C-0628,11,69952,0.13,3.4,0.15,14,3,4,1
C-0629,16,98054,0.33,12.7,0.35,1,1,1,0
C-0630,8,44563,0.91,12.6,0.34,2,2,3,0
C-0631,4,44752,0.84,1.9,0.76,4,4,3,1
C-0632,4,7567,0.71,2.4,0.44,10,9,3,1
C-0633,25,21121,0.73,12.1,0.78,11,3,3,1
C-0634,3,6674,0.75,5.9,0.75,2,4,0,0
C-0635,32,81411,0.95,2.8,0.58,8,10,3,0
C-0636,3,71275,0.85,7.4,0.83,2,0,0,0
C-0637,27,72081,0.66,6.1,0.2,1,3,3,1
C-0638,29,34140,0.7,3.5,0.16,5,10,3,0
C-0639,32,14327,0.29,10.2,0.75,5,9,4,0
C-0640,19,75663,0.69,9.0,0.24,16,2,3,1
C-0641,21,28331,0.48,1.8,0.0,7,1,1,1
C-0642,5,28004,0.24,13.0,0.91,0,6,3,0
C-0643,18,15492,0.83,8.0,0.62,7,9,2,0
C-0644,28,59797,0.56,3.9,0.44,14,8,4,0
C-0645,22,63095,0.98,3.3,0.73,17,0,4,1
C-0646,21,18749,0.35,2.3,0.33,12,6,3,1
C-0647,6,68217,0.53,6.2,0.95,7,10,2,0
C-0648,1,94044,0.5,2.3,0.07,19,0,3,1
C-0649,5,14045,0.21,6.1,0.64,17,4,1,1
C-0650,12,25116,0.48,2.5,0.78,12,0,4,1
C-0651,26,23667,0.36,9.4,0.47,13,2,4,1
C-0652,34,80057,0.24,11.1,0.75,14,7,2,1
C-0653,14,79205,0.35,7.9,0.93,5,3,0,0
C-0654,26,32302,0.31,9.7,0.74,0,0,2,0
C-0655,27,16283,0.76,13.2,0.31,6,0,1,0
C-0656,9,35935,0.13,9.1,0.56,0,7,2,0
C-0657,26,77534,0.66,5.4,0.91,14,7,0,0
C-0658,22,99342,0.78,6.6,0.45,5,3,1,0
C-0659,30,36624,0.53,12.1,0.68,4,3,1,0
C-0660,17,18440,0.94,2.3,0.47,11,9,0,0
C-0661,26,51501,0.74,4.9,0.12,2,10,3,0
C-0662,1,92333,0.77,8.3,0.06,19,1,2,1
C-0663,8,6269,0.28,9.6,0.95,13,1,1,1
C-0664,35,12868,0.8,10.8,0.61,5,5,2,0
C-0665,15,35251,0.85,4.8,0.1,3,7,0,0
C-0666,22,82909,0.43,2.5,0.86,14,6,4,0
C-0667,14,89523,0.29,13.4,0.52,16,6,0,0
C-0668,26,43729,0.45,1.5,0.77,4,2,2,1
C-0669,28,20734,0.77,1.8,0.13,5,1,1,1
C-0670,23,47429,0.48,7.2,0.91,9,9,2,0
C-0671,14,46337,0.76,11.6,0.59,8,6,4,0
C-0672,24,45325,0.2,11.0,0.74,3,3,1,0
C-0673,2,88600,0.83,13.2,0.03,8,0,4,1
C-0674,26,67514,0.33,2.4,0.32,7,0,3,1
C-0675,14,13433,0.32,5.6,0.27,2,3,0,0
C-0676,7,14111,0.63,4.3,0.95,19,4,3,0
C-0677,3,68753,0.16,12.1,0.19,0,4,2,0
C-0678,23,85583,0.12,7.1,0.71,19,0,3,1
C-0679,18,78620,0.33,0.9,0.04,4,2,0,1
C-0680,35,26751,0.58,10.1,0.2,2,5,1,0
C-0681,15,21453,0.92,5.7,0.34,3,9,4,0
C-0682,25,90844,0.86,7.7,0.79,18,6,1,0
C-0683,28,43968,0.54,12.6,0.79,14,10,3,0
C-0684,10,35077,0.13,4.0,0.95,18,0,2,1
C-0685,17,39775,0.58,3.7,0.92,15,7,3,1
C-0686,22,63144,0.73,4.1,0.08,7,3,0,1
C-0687,26,53570,0.41,5.1,0.83,13,8,0,1
C-0688,25,51097,0.2,1.9,0.45,4,10,2,1
C-0689,17,29503,0.35,9.9,0.87,0,10,1,0
C-0690,13,7779,0.79,3.3,0.09,18,5,0,0
C-0691,20,91840,0.42,13.0,0.82,4,0,0,0
C-0692,25,5755,0.83,3.4,0.16,2,1,2,1
C-0693,4,44263,0.39,4.0,0.33,16,2,1,0
C-0694,10,60087,0.25,4.5,0.03,6,1,3,1
C-0695,3,47281,0.49,10.9,0.12,16,9,4,1
C-0696,18,56482,0.51,6.3,0.45,12,6,2,0
C-0697,22,59857,0.11,11.6,0.82,13,0,1,1
C-0698,34,22400,0.21,11.1,0.77,11,8,4,0
C-0699,8,45115,0.27,13.0,0.24,10,1,2,1
C-0700,19,19249,0.2,10.7,0.15,0,3,3,1
C-0701,6,51825,0.41,1.2,0.39,2,7,3,0
C-0702,26,29600,0.97,11.8,0.88,11,10,1,0
C-0703,34,42706,0.56,13.2,0.09,8,2,1,1
C-0704,6,24222,0.66,13.9,0.54,1,8,3,0
C-0705,33,46139,0.42,2.2,0.09,13,6,3,1
C-0706,22,46302,0.39,8.8,0.47,4,9,2,0
C-0707,21,99684,0.12,3.2,0.13,2,2,1,1
C-0708,6,92838,0.55,4.0,0.08,11,2,4,1
C-0709,6,73159,0.54,10.6,0.19,11,4,3,0
C-0710,4,13646,0.24,13.7,0.26,6,4,4,1
C-0711,30,18543,0.79,8.5,0.28,0,9,1,0
C-0712,11,99496,0.54,12.0,0.65,2,4,1,0
C-0713,30,27785,0.41,0.6,0.05,10,8,0,1
C-0714,31,83353,0.23,1.0,0.08,12,8,3,1
C-0715,24,36406,0.6,8.6,0.19,9,5,1,0
C-0716,9,93992,0.78,5.8,0.87,18,10,1,0
C-0717,3,56428,0.35,12.5,0.63,3,10,3,1
C-0718,31,28777,0.3,4.6,0.73,4,6,0,0
C-0719,24,62939,0.57,6.3,0.37,10,9,0,0
C-0720,31,58026,0.24,7.6,0.21,8,7,0,0
C-0721,6,91450,0.7,4.2,0.04,12,8,0,0
C-0722,2,34553,0.64,12.8,0.49,16,5,2,0
C-0723,20,28548,0.18,6.8,0.57,14,7,3,0
C-0724,28,68221,0.13,6.2,0.9,12,1,3,1
C-0725,11,42265,0.66,12.0,0.88,10,9,3,0
C-0726,4,45701,0.36,4.7,0.42,0,7,0,0
C-0727,15,56287,0.18,11.5,0.42,7,10,0,1
C-0728,6,11727,0.78,2.2,0.16,4,1,1,0
C-0729,30,55717,0.38,3.0,0.26,15,7,2,0
C-0730,2,37427,0.51,13.3,0.93,3,1,3,0
C-0731,15,21692,0.31,11.9,0.14,18,2,2,1
C-0732,11,36625,0.66,5.7,0.97,17,6,3,0
C-0733,8,29918,0.37,9.1,0.5,1,10,0,0
C-0734,26,46136,0.97,13.2,0.46,12,8,0,0
C-0735,5,57409,0.73,3.4,0.17,15,2,3,1
C-0736,6,20577,0.22,1.3,0.66,7,4,4,1
C-0737,26,90155,0.48,7.8,0.46,18,8,0,0
C-0738,4,86731,0.45,2.4,0.37,2,6,1,0
C-0739,19,32689,0.58,3.0,0.26,18,1,0,0
C-0740,20,16154,0.86,12.5,0.07,16,4,1,0
C-0741,33,99948,0.63,0.6,0.52,8,4,2,0
C-0742,20,26341,0.16,11.5,0.31,16,8,0,1
C-0743,12,79681,0.69,7.5,0.71,0,1,0,0
C-0744,1,51330,0.11,8.1,0.72,3,0,2,1
C-0745,26,92759,0.8,9.6,0.33,14,3,1,1
C-0746,14,73416,0.7,6.3,0.67,11,3,4,0
C-0747,11,91807,0.38,2.1,0.26,16,0,1,0
C-0748,13,38313,0.36,1.9,0.73,11,9,3,0
C-0749,3,51900,0.82,10.7,0.02,15,6,3,1
C-0750,33,83840,0.81,3.5,0.15,12,1,3,1
C-0751,6,39695,0.42,0.9,0.25,10,10,2,0
C-0752,10,35225,0.37,13.7,0.77,14,8,1,0
C-0753,5,91072,0.6,13.7,0.07,15,6,0,0
C-0754,23,54156,0.11,5.6,0.19,5,6,3,0
C-0755,10,82209,0.17,0.8,0.36,10,0,1,1
C-0756,2,92453,0.21,10.3,0.01,14,8,0,0
C-0757,13,32829,0.27,11.7,0.76,4,9,1,0
C-0758,2,85908,0.56,2.2,0.56,2,8,2,0
C-0759,20,30938,0.99,2.3,0.9,1,1,3,1
C-0760,1,64164,0.69,11.6,0.03,0,9,4,0
C-0761,9,59530,0.16,12.9,0.27,14,8,3,1
C-0762,17,73199,0.57,11.2,0.73,1,1,3,0
C-0763,9,65282,0.55,3.2,0.68,19,1,2,1
C-0764,11,52801,0.23,6.1,0.24,5,7,0,0
C-0765,15,14465,0.93,8.6,0.6,11,2,3,1
C-0766,24,8326,0.5,2.7,0.79,15,2,0,0
C-0767,35,8659,1.0,3.3,0.03,13,6,0,0
C-0768,30,65289,0.48,4.3,0.72,3,9,2,0
C-0769,31,32594,0.65,7.4,0.25,7,5,3,0
C-0770,5,9763,0.19,7.4,0.95,11,6,2,0
C-0771,14,93657,0.51,11.5,0.54,13,5,2,0
C-0772,11,15828,0.31,10.7,0.03,19,8,4,1
C-0773,9,52588,0.85,12.8,0.4,12,1,2,1
C-0774,34,16221,0.81,11.7,0.97,4,7,4,0
C-0775,12,16211,0.84,3.9,0.73,11,10,0,0
C-0776,35,18569,0.75,5.0,0.3,9,5,0,0
C-0777,35,42860,0.85,7.3,0.58,18,3,1,1
C-0778,1,76558,0.28,0.7,0.6,12,5,1,1
C-0779,22,50337,0.51,12.7,0.02,8,5,0,0
C-0780,29,57311,0.72,1.1,0.18,10,9,3,0
C-0781,8,18515,0.67,4.9,0.55,4,2,1,0
C-0782,11,76695,0.74,8.2,0.4,12,7,2,1
C-0783,14,92227,0.3,7.5,0.19,9,4,1,1
C-0784,30,29904,0.19,9.3,0.77,17,10,0,1
C-0785,35,64935,0.93,7.6,0.49,14,9,3,0
C-0786,21,48790,0.6,3.6,0.31,19,10,0,1
C-0787,5,73580,0.24,3.2,0.16,11,3,3,1
C-0788,19,80148,0.81,12.7,0.61,3,1,1,0
C-0789,14,10636,0.92,4.1,0.67,4,9,2,0
C-0790,26,82129,0.25,4.3,0.67,7,0,2,1
C-0791,4,7892,0.84,6.1,0.22,4,6,0,0
C-0792,25,26672,0.94,2.4,0.6,0,9,3,0
C-0793,25,10812,0.94,7.3,0.91,17,10,1,0
C-0794,18,5654,0.92,9.5,0.35,18,2,3,0
C-0795,8,59633,0.59,11.1,0.21,18,2,3,1
C-0796,14,22143,0.42,10.1,0.77,9,2,3,0
C-0797,32,60934,0.11,2.5,0.18,8,9,1,1
C-0798,33,72334,0.15,6.7,0.25,0,2,3,1
C-0799,23,34087,0.49,1.0,0.1,19,1,2,1
C-0800,15,16618,0.46,0.7,0.27,2,5,0,1
C-0801,33,13446,0.27,6.4,0.41,12,9,4,1
C-0802,25,92182,0.46,3.9,0.06,5,2,3,1
C-0803,17,53867,0.26,9.7,0.87,5,0,2,1
C-0804,33,56028,0.86,10.3,0.51,17,9,2,0
C-0805,2,65101,0.37,12.6,0.59,4,8,0,0
C-0806,14,32200,0.64,10.8,0.37,16,5,0,1
C-0807,6,93074,0.55,1.2,0.67,2,5,4,1
C-0808,6,66465,0.15,5.5,0.43,4,9,4,1
C-0809,3,91436,0.95,4.2,0.76,2,8,4,1
C-0810,7,92892,0.57,5.7,0.82,12,1,1,1
C-0811,8,93559,0.39,2.7,0.67,14,9,1,0
C-0812,15,44148,0.24,1.8,0.49,16,8,2,1
C-0813,29,87928,0.4,7.5,0.78,14,2,0,0
C-0814,33,25698,0.12,10.2,0.49,4,2,3,1
C-0815,30,47470,0.43,10.0,0.11,13,2,0,0
C-0816,27,97071,0.58,6.6,0.12,10,0,1,0
C-0817,29,56660,0.88,7.6,0.95,13,9,2,0
C-0818,33,58910,0.72,7.5,0.21,6,6,3,0
C-0819,27,40450,0.2,9.8,0.82,2,9,4,0
C-0820,33,61463,0.23,1.1,0.25,19,6,4,1
C-0821,4,38757,0.49,10.1,0.43,9,1,1,0
C-0822,22,83012,0.28,8.4,0.65,10,5,2,1
C-0823,2,75247,0.13,3.2,0.16,5,3,0,1
C-0824,10,77015,0.82,1.2,0.74,4,10,1,0
C-0825,5,36390,0.12,2.0,0.69,19,6,0,0
C-0826,10,61116,0.85,7.6,0.54,12,6,3,0
C-0827,33,18161,0.23,10.7,0.57,11,3,0,1
C-0828,13,37152,0.98,5.0,0.11,18,2,3,0
C-0829,31,85171,0.64,5.6,0.44,18,6,2,0
C-0830,24,25836,0.76,13.1,0.09,4,8,1,0
C-0831,15,95367,0.2,3.4,0.31,19,3,0,1
C-0832,29,71543,0.88,1.9,0.9,8,5,2,1
C-0833,8,60648,0.86,5.1,0.57,3,6,2,0
C-0834,5,31331,0.69,10.6,0.74,14,9,0,0
C-0835,29,15763,0.55,9.0,0.57,2,2,4,1
C-0836,4,74444,0.75,6.1,0.19,6,4,4,0
C-0837,12,98109,0.11,13.5,0.59,19,0,3,1
C-0838,2,24187,0.63,10.4,0.76,19,5,2,0
C-0839,27,16957,0.86,1.3,0.14,13,4,1,1
C-0840,31,9379,0.42,10.6,0.82,13,6,1,0
C-0841,26,32959,0.2,0.8,0.56,8,8,2,1
C-0842,27,87018,0.48,9.3,0.0,2,10,4,1
C-0843,5,32105,0.75,3.3,0.52,8,3,2,0
C-0844,20,5877,0.2,9.9,0.4,3,8,3,1
C-0845,11,53353,0.29,4.7,0.3,16,5,2,1
C-0846,10,88788,0.23,12.3,0.77,5,4,0,0
C-0847,6,89585,0.82,5.0,0.9,15,1,4,1
C-0848,8,88308,0.16,8.9,0.76,17,0,0,0
C-0849,23,56567,0.72,4.4,0.85,12,7,0,0
C-0850,26,62913,0.43,12.9,0.91,6,5,2,0
C-0851,12,7637,0.78,11.0,0.91,2,6,2,0
C-0852,26,77778,0.97,3.8,0.11,5,5,1,0
C-0853,13,47025,0.2,13.3,0.46,2,9,0,0
C-0854,18,87464,0.38,5.3,0.0,11,6,2,1
C-0855,25,33742,0.83,9.3,0.51,4,8,1,0
C-0856,33,16831,0.34,10.5,0.92,16,4,0,0
C-0857,12,90092,0.29,0.8,0.2,9,0,1,1
C-0858,4,95879,0.84,13.4,0.64,6,0,4,0
C-0859,5,93370,0.99,5.1,0.64,3,8,3,0
C-0860,8,51762,0.6,3.1,0.16,9,4,0,0
C-0861,28,93741,0.35,12.0,0.24,6,10,2,0
C-0862,31,23830,0.46,10.0,0.46,10,1,4,0
C-0863,9,60044,0.25,1.7,0.19,7,2,1,1
C-0864,29,78948,0.79,2.1,0.58,7,0,3,0
C-0865,14,74202,0.8,10.2,0.48,4,5,0,1
C-0866,22,42045,0.89,1.5,0.52,4,5,3,1
C-0867,11,91322,0.12,12.9,0.13,6,2,4,1
C-0868,23,76051,0.61,10.5,0.52,3,2,3,1
C-0869,1,31627,0.29,5.0,0.05,1,6,0,0
C-0870,21,20198,0.41,5.4,0.88,18,0,4,1
C-0871,26,74521,0.81,7.3,0.34,1,4,1,0
C-0872,23,34475,0.27,5.4,0.86,15,2,0,1
C-0873,1,24403,0.67,11.1,0.7,11,4,3,0
C-0874,15,8681,0.69,13.7,0.77,14,10,0,0
C-0875,21,96555,0.96,8.4,0.31,9,3,4,1
C-0876,9,98122,0.8,6.5,0.23,5,5,3,0
C-0877,9,47292,0.82,3.5,0.41,12,8,1,0
C-0878,10,10629,0.58,9.3,0.02,5,1,2,0
C-0879,26,98246,0.27,9.8,0.92,1,9,1,0
C-0880,35,82814,0.48,9.8,0.39,13,7,0,0
C-0881,25,13417,0.59,0.9,0.99,17,1,2,1
C-0882,26,39765,0.71,12.6,0.76,5,3,4,1
C-0883,11,79499,0.65,5.1,0.08,18,8,3,1
C-0884,2,61574,0.45,10.5,0.66,13,3,3,1
C-0885,7,95545,0.34,10.8,0.27,12,6,4,0
C-0886,18,32675,0.25,9.3,0.24,7,10,0,0
C-0887,27,77267,0.72,5.8,0.26,4,4,1,0
C-0888,34,45563,0.68,8.7,0.92,12,1,2,1
C-0889,27,16332,0.72,1.0,0.5,5,7,4,1
C-0890,17,24177,0.44,10.8,0.67,18,10,0,1
C-0891,24,94254,0.34,1.8,0.28,10,9,0,0
C-0892,25,73447,0.78,5.9,0.52,15,9,2,1
C-0893,7,62104,0.8,1.9,0.35,4,1,4,1
C-0894,6,89335,0.51,11.8,0.32,11,2,1,1
C-0895,24,85730,0.65,7.9,0.25,16,9,1,1
C-0896,33,9951,0.44,9.8,0.41,1,6,4,0
C-0897,29,33333,0.73,9.7,0.66,9,4,3,0
C-0898,22,26673,0.85,11.9,0.22,14,9,1,0
C-0899,26,45870,0.72,2.3,0.97,18,10,3,0
C-0900,28,76101,0.56,9.4,0.12,19,2,4,1
C-0901,21,27821,0.51,8.3,0.48,16,1,0,0
C-0902,7,30494,0.68,0.9,0.09,18,10,4,1
C-0903,17,79160,0.71,3.2,0.02,18,5,0,0
C-0904,20,5835,0.6,4.1,0.92,12,9,4,0
C-0905,20,23646,0.66,1.5,0.81,12,0,3,1
C-0906,22,82360,0.19,5.3,0.69,15,7,3,1
C-0907,28,42335,0.96,0.9,0.87,2,4,4,1
C-0908,7,74351,0.81,8.0,0.8,3,4,0,0
C-0909,1,7429,0.44,3.4,0.65,6,1,4,1
C-0910,32,46950,0.61,4.4,0.85,2,6,0,0
C-0911,13,65654,0.14,12.8,0.39,8,4,3,0
C-0912,30,73143,0.14,7.3,0.55,7,7,2,0
C-0913,23,96186,0.33,4.1,0.78,17,4,1,1
C-0914,19,82527,0.72,8.6,0.08,13,8,3,0
C-0915,32,91704,0.87,3.2,0.86,19,4,4,0
C-0916,30,36099,0.6,1.5,0.16,4,2,4,1
C-0917,29,44385,0.58,0.8,0.86,2,1,0,1
C-0918,29,40919,0.46,13.3,0.31,9,4,1,0
C-0919,30,65782,0.25,10.3,0.33,10,9,3,0
C-0920,16,76116,0.21,11.3,0.07,16,9,1,1
C-0921,19,77590,0.78,13.7,0.89,7,4,1,0
C-0922,18,94626,0.93,13.1,0.17,8,5,3,1
C-0923,1,45387,0.51,10.4,0.63,7,1,0,0
C-0924,14,20823,0.69,9.9,0.64,19,4,0,0
C-0925,2,51015,0.92,5.0,0.28,1,0,0,0
